long,lat
-88.05621,30.69402
-87.84868,32.49096
-86.62928,34.74054
-86.62928,34.74054
-86.46469,31.31491
-86.30519,32.38218
-87.08321,33.26851
-85.71978,31.34936
-86.00513,34.01391
-86.58787,34.72905
